序號,圖號,編號,DGNID,UFID,97X座標,97Y座標,型式,所在地區
324,4160B,23,4160,3344,303623.689,2779619.446,地下式消防栓,台北市士林區天母里
325,4160B,28,4160,5860,303686.829,2779613.789,地下式消防栓,台北市士林區天母里
326,4160B,3,4160,9946,303675.889,2779681.01,地上式消防栓,台北市士林區天母里
327,4160B,4,4160,9954,303676.521,2779737.825,地上式消防栓,台北市士林區天母里
328,4160B,6,4160,9961,303697.254,2779735.386,地上式消防栓,台北市士林區天母里
329,4160B,9,4160,6687,303655.329,2779521.401,地下式消防栓,台北市士林區天母里
330,4160C,1,4160,4244,303213.069,2779502.311,地下式消防栓,台北市士林區天母里
331,4160C,10,4160,5015,303370.514,2779520.679,地下式消防栓,台北市士林區天母里
332,4160C,11,4160,9968,303595.6,2779544.703,地上式消防栓,台北市士林區天母里
333,4160C,111,4160,9203,303469.3,2779512.371,地下式消防栓,台北市士林區天母里
334,4160C,119,4160,10253,303390.557,2779511.312,地下式消防栓,台北市士林區天母里
335,4160C,13,4160,9975,303534.174,2779777.163,地上式消防栓,台北市士林區天母里
336,4160C,14,4160,1177,303211.734,2779560.939,地下式消防栓,台北市士林區天母里
337,4160C,17,4160,5419,303520.288,2779516.962,地下式消防栓,台北市士林區天母里
338,4160C,18,4160,9982,303522.635,2779738.036,地上式消防栓,台北市士林區天母里
339,4160C,2,4160,570,303595.423,2779744.278,地下式消防栓,台北市士林區天母里
340,4160C,22,4160,6411,303560.855,2779669.151,地下式消防栓,台北市士林區天母里
341,4160C,23,4160,632,303585.361,2779699.826,地下式消防栓,台北市士林區天母里
342,4160C,25,4160,3731,303524.508,2779596.359,地下式消防栓,台北市士林區天母里
343,4160C,27,4160,5758,303332.347,2779500.239,地下式消防栓,台北市士林區天母里
344,4160C,3,4160,9989,303419.098,2779570.014,地上式消防栓,台北市士林區天母里
345,4160C,4,4160,9996,303563.051,2779797.13,地上式消防栓,台北市士林區天母里
346,4160C,6,4160,10003,303472.288,2779643.196,地上式消防栓,台北市士林區天母里
347,4160C,8,4160,5109,303412.423,2779520.805,地下式消防栓,台北市士林區天母里
348,4160D,16,4160,10010,303585.974,2779804.425,地上式消防栓,台北市士林區天母里
349,4161A,1,4161,1399,303986.109,2780520.566,地下式消防栓,台北市士林區天母里
350,4161B,1,4161,1678,303878.078,2780163.594,地下式消防栓,台北市士林區天母里
351,4161B,2,4161,1409,303661.349,2780173.656,地下式消防栓,台北市士林區天母里
352,4161B,3,4161,1661,303967.671,2780324.478,地下式消防栓,台北市士林區天母里
353,4260C,3,4260,30,304187.963,2779762.094,地下式消防栓,台北市士林區天母里
354,4260D,11,4260,209,304296.004,2780077.096,地下式消防栓,台北市士林區天母里
355,4260D,12,4260,968,304147.902,2779945.646,地下式消防栓,台北市士林區天母里
356,4260D,13,4260,501,304190.744,2779904.486,地下式消防栓,台北市士林區天母里
357,4260D,14,4260,452,304117.338,2779874.902,地下式消防栓,台北市士林區天母里
358,4260D,2,4260,933,304194.51,2780005.017,地下式消防栓,台北市士林區天母里
359,4260D,3,4260,556,304022.155,2779927.719,地下式消防栓,台北市士林區天母里
360,4260D,4,4260,325,304042.887,2779854.03,地下式消防栓,台北市士林區天母里
361,4260D,5,4260,940,304148.041,2779816.386,地下式消防栓,台北市士林區天母里
362,4260D,6,4260,220,304248.614,2779964.474,地下式消防栓,台北市士林區天母里
363,4261C,1,4261,186,304019.032,2780327.449,地下式消防栓,台北市士林區天母里
364,4261C,3,4261,262,304294.916,2780160.387,地下式消防栓,台北市士林區天母里
365,4261C,4,4261,407,304097.663,2780259.707,地下式消防栓,台北市士林區天母里
366,4261C,5,4261,158,304193.41,2780270.475,地下式消防栓,台北市士林區天母里
367,4261D,1,4261,288,304027.036,2780441.239,地下式消防栓,台北市士林區天母里
368,4262A,4,4262,1202,304621.348,2781163.779,地下式消防栓,台北市士林區天母里
369,4059A,107,4059,5846,303104.839,2779242.079,地下式消防栓,台北市士林區天玉里
370,4059A,13,4059,1740,303124.721,2779364.872,地下式消防栓,台北市士林區天玉里
371,4059A,14,4059,218,303150.749,2779235.317,地下式消防栓,台北市士林區天玉里
372,4059A,15,4059,668,303176.295,2779405.084,地下式消防栓,台北市士林區天玉里
373,4059A,21,4059,200,303113.273,2779312.434,地下式消防栓,台北市士林區天玉里
374,4059A,22,4059,3217,302960.683,2779237.167,地下式消防栓,台北市士林區天玉里
375,4059A,23,4059,554,303120.572,2779382.593,地下式消防栓,台北市士林區天玉里
376,4059A,4,4059,2267,303115.005,2779453.113,地下式消防栓,台北市士林區天玉里
377,4059B,11,4059,3801,303129.812,2779075.309,地下式消防栓,台北市士林區天玉里
378,4059B,13,4059,3783,303137.368,2779041.346,地下式消防栓,台北市士林區天玉里
379,4059B,14,4059,2230,303080.186,2779103.127,地下式消防栓,台北市士林區天玉里
380,4059B,15,4059,1720,303155.571,2779151.383,地下式消防栓,台北市士林區天玉里
381,4059B,19,4059,2418,302888.334,2779013.369,地下式消防栓,台北市士林區天玉里
382,4059B,2,4059,2333,303015.547,2779157.889,地下式消防栓,台北市士林區天玉里
383,4059B,24,4059,2897,303090.558,2779194.896,地下式消防栓,台北市士林區天玉里
384,4059B,27,4059,2147,303182.491,2779059.621,地下式消防栓,台北市士林區天玉里
385,4059B,28,4059,4950,302984.309,2779070.903,地下式消防栓,台北市士林區天玉里
386,4059B,31,4059,953,303072.99,2779098.831,地下式消防栓,台北市士林區天玉里
387,4059B,32,4059,2595,303097.528,2779007.325,地下式消防栓,台北市士林區天玉里
388,4059B,7,4059,4937,302989.546,2779076.375,地下式消防栓,台北市士林區天玉里
389,4059B,9,4059,1318,303095.492,2779162.016,地下式消防栓,台北市士林區天玉里
390,4159C,1,4159,7998,303357.447,2778997.763,地下式消防栓,台北市士林區天玉里
391,4159C,117,4159,11033,303404.349,2779119.585,地下式消防栓,台北市士林區天玉里
392,4159C,118,4159,11032,303378.602,2779195.132,地下式消防栓,台北市士林區天玉里
393,4159C,12,4159,6692,303341.107,2779065.524,地下式消防栓,台北市士林區天玉里
394,4159C,120,4159,10876,303360.198,2779079.279,地下式消防栓,台北市士林區天玉里
395,4159C,121,4159,10886,303405.409,2779100.772,地下式消防栓,台北市士林區天玉里
396,4159C,13,4159,4985,303205.534,2779003.901,地下式消防栓,台北市士林區天玉里
397,4159C,17,4159,4909,303298.513,2779000.264,地下式消防栓,台北市士林區天玉里
398,4159C,18,4159,4831,303205.641,2779110.9,地下式消防栓,台北市士林區天玉里
399,4159C,21,4159,3093,303260.748,2779062.377,地下式消防栓,台北市士林區天玉里
400,4159C,28,4159,4007,303330.893,2779144.288,地下式消防栓,台北市士林區天玉里
401,4159C,29,4159,4604,303526.264,2779145.627,地下式消防栓,台北市士林區天玉里
402,4159C,30,4159,1949,303422.812,2779047.798,地下式消防栓,台北市士林區天玉里
403,4159C,7,4159,646,303477.334,2779065.668,地下式消防栓,台北市士林區天玉里
404,4159C,8,4159,3549,303296.11,2779103.412,地下式消防栓,台北市士林區天玉里
405,4159D,10,4159,6483,303507.454,2779275.104,地下式消防栓,台北市士林區天玉里
406,4159D,107,4159,10094,303202.454,2779222.242,地下式消防栓,台北市士林區天玉里
407,4159D,108,4159,10095,303261.935,2779284.041,地下式消防栓,台北市士林區天玉里
408,4159D,109,4159,10171,303318.872,2779307.233,地下式消防栓,台北市士林區天玉里
409,4159D,110,4159,10188,303383.873,2779306.899,地下式消防栓,台北市士林區天玉里
410,4159D,111,4159,10189,303472.23,2779322.496,地下式消防栓,台北市士林區天玉里
411,4159D,112,4159,10262,303245.469,2779359.62,地下式消防栓,台北市士林區天玉里
412,4159D,113,4159,10266,303305.384,2779383.998,地下式消防栓,台北市士林區天玉里
413,4159D,114,4159,10283,303378.559,2779358.989,地下式消防栓,台北市士林區天玉里
414,4159D,116,4159,10836,303361.161,2779258.667,地下式消防栓,台北市士林區天玉里
415,4159D,117,4159,10846,303361.261,2779256.89,地下式消防栓,台北市士林區天玉里
416,4159D,118,4159,11203,303536.6,2779208.14,地下式消防栓,台北市士林區天玉里
417,4159D,119,4159,11206,303478.57,2779217.746,地下式消防栓,台北市士林區天玉里
418,4159D,16,4159,3466,303254.912,2779448.552,地下式消防栓,台北市士林區天玉里
419,4159D,22,4159,5746,303591.497,2779332.718,地下式消防栓,台北市士林區天玉里
420,4159D,5,4159,2682,303306.245,2779220.772,地下式消防栓,台北市士林區天玉里
421,4159D,9,4159,7462,303555.029,2779224.992,地下式消防栓,台北市士林區天玉里
422,4159A,1,4159,1740,303956.825,2779368.195,地下式消防栓,台北市士林區天和里
423,4159A,11,4159,6333,303950.829,2779400.395,地下式消防栓,台北市士林區天和里
424,4159A,14,4159,7762,303845.487,2779499.735,地下式消防栓,台北市士林區天和里
425,4159A,16,4159,5755,303864.49,2779412.931,地下式消防栓,台北市士林區天和里
426,4159A,18,4159,5122,303957.78,2779299.588,地下式消防栓,台北市士林區天和里
427,4159A,2,4159,7696,303991.129,2779470.05,地下式消防栓,台北市士林區天和里
428,4159A,24,4159,7728,303836.872,2779351.025,地下式消防栓,台北市士林區天和里
429,4159A,26,4159,7558,303942.236,2779252.531,地下式消防栓,台北市士林區天和里
430,4159A,28,4159,5595,303881.995,2779475.158,地下式消防栓,台北市士林區天和里
431,4159A,6,4159,1031,303892.21,2779317.565,地下式消防栓,台北市士林區天和里
432,4159A,7,4159,7326,303934.204,2779375.109,地下式消防栓,台北市士林區天和里
433,4159A,8,4159,3767,303853.26,2779255.952,地下式消防栓,台北市士林區天和里
434,4159B,1,4159,10561,303997.373,2778980.668,地上式消防栓,台北市士林區天和里
435,4159B,11,4159,4398,303940.693,2779098.355,地下式消防栓,台北市士林區天和里
436,4159B,12,4159,7602,303956.014,2779165.297,地下式消防栓,台北市士林區天和里
437,4159B,22,4159,6131,303989.213,2779037.789,地下式消防栓,台北市士林區天和里
438,4159B,23,4159,5547,303999.966,2779151.873,地下式消防栓,台北市士林區天和里
439,4160A,8,4160,3006,303980.289,2779824.289,地下式消防栓,台北市士林區天和里
440,4160B,1,4160,1333,303992.86,2779738.062,地下式消防栓,台北市士林區天和里
441,4160B,10,4160,236,303857.26,2779669.314,地下式消防栓,台北市士林區天和里
442,4160B,11,4160,2188,303903.847,2779776.966,地下式消防栓,台北市士林區天和里
443,4160B,112,4160,9242,303824.811,2779757.73,地下式消防栓,台北市士林區天和里
444,4160B,19,4160,4615,303892.733,2779711.783,地下式消防栓,台北市士林區天和里
445,4160B,2,4160,6219,303978.978,2779783.881,地下式消防栓,台北市士林區天和里
446,4160B,20,4160,3404,303888.832,2779514.394,地下式消防栓,台北市士林區天和里
447,4160B,21,4160,6524,303893.125,2779579.2,地下式消防栓,台北市士林區天和里
448,4160B,22,4160,2688,303841.875,2779592.109,地下式消防栓,台北市士林區天和里
449,4160B,24,4160,3512,303941.702,2779518.568,地下式消防栓,台北市士林區天和里
450,4160B,25,4160,4951,303913.442,2779714.629,地下式消防栓,台北市士林區天和里
451,4160B,29,4160,2536,303951.027,2779689.34,地下式消防栓,台北市士林區天和里
452,4259C,10,4259,1177,304099.818,2779005.641,地下式消防栓,台北市士林區天和里
453,4259C,13,4259,1708,304338.406,2778989.382,地上式消防栓,台北市士林區天和里
454,4259C,16,4259,801,304043.044,2779032.153,地下式消防栓,台北市士林區天和里
455,4259C,2,4259,1715,304125.37,2778982.486,地上式消防栓,台北市士林區天和里
456,4259C,4,4259,406,304104.75,2779047.336,地下式消防栓,台北市士林區天和里
457,4259C,7,4259,651,304065.167,2779118.002,地下式消防栓,台北市士林區天和里
458,4259C,8,4259,1414,304142.539,2779047.833,地下式消防栓,台北市士林區天和里
459,4259C,9,4259,1738,304201.951,2778984.98,地上式消防栓,台北市士林區天和里
460,4259C,99,4259,1618,304039.127,2779074.608,地下式消防栓,台北市士林區天和里
461,4259D,1,4259,1458,304026.327,2779249.004,地下式消防栓,台北市士林區天和里
462,4259D,2,4259,763,304074.317,2779459.223,地下式消防栓,台北市士林區天和里
463,4259D,3,4259,676,304032.418,2779331.498,地下式消防栓,台北市士林區天和里
464,4259D,4,4259,737,304018.665,2779385.691,地下式消防栓,台北市士林區天和里
465,4259D,5,4259,408,304064.715,2779283.461,地下式消防栓,台北市士林區天和里
466,4259D,6,4259,157,304123.62,2779211.7,地下式消防栓,台北市士林區天和里
467,4259D,7,4259,500,304158.697,2779272.418,地下式消防栓,台北市士林區天和里
468,4259D,8,4259,497,304032.396,2779443.786,地下式消防栓,台北市士林區天和里
469,4260C,4,4260,483,304057.046,2779725.61,地下式消防栓,台北市士林區天和里
470,4260C,5,4260,312,304051.544,2779514.945,地下式消防栓,台北市士林區天和里
471,4057A,18,4057,14983,303139.437,2778274.076,地上式消防栓,台北市士林區天祿里
472,4058B,10,4058,2083,303121.741,2778399.333,地下式消防栓,台北市士林區天祿里
473,4058B,23,4058,6896,303179.104,2778519.07,地下式消防栓,台北市士林區天祿里
474,4058B,28,4058,2989,303183.679,2778443.377,地下式消防栓,台北市士林區天祿里
475,4157D,36,4157,12365,303237.628,2778289.079,地上式消防栓,台北市士林區天祿里
476,4157D,4,4157,12372,303295.455,2778297.223,地上式消防栓,台北市士林區天祿里
477,4158C,1,4158,2946,303564.811,2778486.338,地下式消防栓,台北市士林區天祿里
478,4158C,11,4158,7896,303226.078,2778508.223,地下式消防栓,台北市士林區天祿里
479,4158C,12,4158,7757,303314.735,2778494.852,地下式消防栓,台北市士林區天祿里
480,4158C,13,4158,8430,303597.457,2778432.709,地上式消防栓,台北市士林區天祿里
481,4158C,134,4158,8161,303488.8,2778409.595,地下式消防栓,台北市士林區天祿里
482,4158C,14,4158,5028,303355.273,2778510.854,地下式消防栓,台北市士林區天祿里
483,4158C,16,4158,3539,303253.875,2778432.194,地下式消防栓,台北市士林區天祿里
484,4158C,17,4158,3837,303377.526,2778446.117,地下式消防栓,台北市士林區天祿里
485,4158C,18,4158,1731,303380.494,2778489.212,地下式消防栓,台北市士林區天祿里
486,4158C,19,4158,4700,303480.918,2778452.356,地下式消防栓,台北市士林區天祿里
487,4158C,2,4158,3357,303334.048,2778421.015,地下式消防栓,台北市士林區天祿里
488,4158C,20,4158,4560,303393.873,2778490.663,地下式消防栓,台北市士林區天祿里
489,4158C,21,4158,6895,303256.962,2778330.988,地下式消防栓,台北市士林區天祿里
